Record_ID,Department,Employee_ID,Transaction_Amount,Transaction_Date,Status
498,Operations,EMP1498,322127.81,17-04-2024,Approved
499,Finance,EMP1499,113127.34,07-04-2023,Approved
500,Audit,EMP1500,392130.12,05-11-2024,Pending
501,IT,EMP1501,4032.9,02-03-2023,Pending
502,Sales,EMP1502,111545.23,22-05-2023,Rejected
503,Finance,EMP1503,120262.34,26-07-2024,Pending
504,IT,EMP1504,158472.44,14-05-2024,Rejected
505,Audit,EMP1505,419744.97,29-01-2023,Pending
506,HR,EMP1506,24860.46,30-12-2024,Approved
507,Sales,EMP1507,487294.88,25-02-2023,Pending
508,Audit,EMP1508,308350.45,20-04-2024,Pending
509,Finance,EMP1509,87334.56,10-06-2023,Pending
510,Finance,EMP1510,194314.03,16-04-2023,Rejected
511,IT,EMP1511,214556.51,06-04-2024,Rejected
512,Operations,EMP1512,285107.88,16-03-2024,Approved
513,Sales,EMP1513,417321.58,01-12-2023,Rejected
514,Operations,EMP1514,71217.23,17-12-2023,Approved
515,Sales,EMP1515,10582.37,06-08-2023,Rejected
516,Operations,EMP1516,63756.5,30-09-2024,Approved
517,Audit,EMP1517,189955.4,31-12-2024,Rejected
518,Operations,EMP1518,151681.45,23-03-2023,Pending
519,Sales,EMP1519,71216.11,26-09-2023,Rejected
520,Operations,EMP1520,92187.71,10-11-2024,Rejected
521,IT,EMP1521,412253.78,08-09-2023,Rejected
522,Audit,EMP1522,420501.47,26-12-2024,Pending
523,Operations,EMP1523,158973.83,05-02-2023,Approved
524,Sales,EMP1524,142702.52,26-07-2023,Pending
525,Finance,EMP1525,250704.92,13-02-2024,Rejected
526,Audit,EMP1526,243027.19,05-12-2024,Approved
527,Operations,EMP1527,98652.86,24-02-2023,Approved
528,IT,EMP1528,278071.97,27-09-2024,Approved
529,Audit,EMP1529,421311.66,30-05-2024,Approved
530,IT,EMP1530,158419.87,25-09-2023,Rejected
531,Operations,EMP1531,18564.63,26-08-2023,Pending
532,Operations,EMP1532,207604.02,05-07-2023,Rejected
533,Finance,EMP1533,306333.29,07-08-2024,Pending
534,Finance,EMP1534,99362.18,10-10-2024,Approved
535,Operations,EMP1535,278176.58,28-11-2023,Rejected
536,IT,EMP1536,112615.44,08-11-2023,Approved
537,Audit,EMP1537,341958.05,23-04-2024,Pending
538,Operations,EMP1538,153488.6,07-05-2024,Rejected
539,Sales,EMP1539,78176.85,25-10-2024,Approved
540,HR,EMP1540,381966.79,27-11-2023,Rejected
541,Finance,EMP1541,146922.91,26-11-2024,Pending
542,Sales,EMP1542,391107.55,23-10-2024,Approved
543,HR,EMP1543,309331.38,17-10-2024,Rejected
544,Finance,EMP1544,300112.73,28-06-2024,Pending
545,Sales,EMP1545,176063.16,20-10-2023,Approved
546,IT,EMP1546,348463.54,02-05-2024,Approved
547,Sales,EMP1547,244874.28,06-11-2023,Pending
548,Sales,EMP1548,422153.62,12-11-2024,Approved
549,Audit,EMP1549,296370.16,27-07-2024,Approved
550,Sales,EMP1550,131047.01,09-05-2023,Pending
551,IT,EMP1551,363976.31,13-11-2023,Approved
552,IT,EMP1552,450793.53,05-04-2023,Pending
553,HR,EMP1553,148344.18,27-06-2023,Approved
554,Sales,EMP1554,111935.89,04-03-2023,Rejected
555,Finance,EMP1555,431137.5,11-05-2024,Rejected
556,IT,EMP1556,172274.86,26-11-2024,Rejected
557,IT,EMP1557,478527.61,23-12-2023,Approved
558,Sales,EMP1558,436177.34,22-03-2023,Approved
559,Operations,EMP1559,370684.47,21-02-2024,Approved
560,IT,EMP1560,102966.63,04-12-2023,Rejected
561,Audit,EMP1561,287266.68,10-12-2024,Pending
562,HR,EMP1562,288199.15,18-03-2023,Approved
563,Audit,EMP1563,353360.29,23-10-2024,Rejected
564,Finance,EMP1564,420910.54,12-10-2023,Pending
565,Audit,EMP1565,207306.3,09-07-2024,Rejected
566,HR,EMP1566,48007.57,01-05-2024,Pending
567,Operations,EMP1567,474002.85,27-02-2024,Rejected
568,Audit,EMP1568,491165.84,17-03-2024,Approved
569,IT,EMP1569,19482.76,12-10-2023,Approved
570,Finance,EMP1570,477225.46,21-02-2023,Rejected
571,Audit,EMP1571,361254.92,27-05-2024,Rejected
572,IT,EMP1572,397737.32,27-02-2024,Pending
573,Operations,EMP1573,403619.43,12-05-2024,Approved
574,Finance,EMP1574,149730.63,03-12-2023,Pending
575,Operations,EMP1575,114852.86,09-05-2023,Approved
576,Operations,EMP1576,140465.08,12-07-2023,Rejected
577,Operations,EMP1577,89536.32,01-08-2023,Rejected
578,Sales,EMP1578,467551.7,26-07-2023,Pending
579,Sales,EMP1579,14000.42,25-09-2023,Rejected
580,IT,EMP1580,452117.26,26-12-2023,Rejected
581,Finance,EMP1581,266719.36,26-07-2023,Rejected
582,Finance,EMP1582,150657.46,24-07-2024,Rejected
583,HR,EMP1583,133263.54,16-06-2024,Pending
584,Operations,EMP1584,173755.21,19-06-2023,Pending
585,Operations,EMP1585,132413.48,26-01-2023,Pending
586,Operations,EMP1586,41389.1,31-07-2023,Approved
587,Operations,EMP1587,412872.16,08-07-2023,Rejected
588,Finance,EMP1588,292080.51,26-07-2023,Approved
589,Operations,EMP1589,397261.4,27-04-2023,Pending
590,HR,EMP1590,300638.58,29-05-2023,Approved
591,Operations,EMP1591,212626.67,29-02-2024,Approved
592,Finance,EMP1592,206747.87,17-04-2024,Approved
593,Operations,EMP1593,263943.75,23-12-2023,Approved
594,Finance,EMP1594,160379.5,17-06-2023,Pending
595,Finance,EMP1595,469960.09,19-12-2024,Rejected
596,HR,EMP1596,461968.18,21-05-2023,Rejected
597,Finance,EMP1597,382881.95,06-04-2023,Pending
598,Operations,EMP1598,88011.69,27-06-2024,Rejected
599,Operations,EMP1599,216046.02,08-02-2023,Approved
600,Operations,EMP1600,255447.75,29-07-2024,Rejected
601,Sales,EMP1601,156363.13,15-09-2024,Pending
602,Sales,EMP1602,407069.89,14-01-2023,Approved
603,Operations,EMP1603,153240.89,24-08-2023,Pending
604,HR,EMP1604,415743.15,16-02-2024,Pending
605,Operations,EMP1605,78551.03,09-06-2023,Pending
606,Operations,EMP1606,342771.01,10-06-2023,Approved
607,Operations,EMP1607,64370.96,07-05-2024,Pending
608,Operations,EMP1608,212254.94,31-07-2023,Pending
609,Finance,EMP1609,316551.97,17-12-2024,Rejected
610,IT,EMP1610,432200.31,31-10-2023,Pending
611,Sales,EMP1611,144137.47,13-09-2023,Pending
612,Sales,EMP1612,183783.16,14-03-2024,Pending
613,IT,EMP1613,79756.18,19-05-2024,Approved
614,Sales,EMP1614,478423.56,05-01-2023,Approved
615,Operations,EMP1615,178093.74,02-08-2023,Approved
616,Audit,EMP1616,29937.61,29-05-2024,Approved
617,Sales,EMP1617,309566.33,01-11-2023,Pending
618,HR,EMP1618,36377.39,16-08-2024,Rejected
619,Finance,EMP1619,355503.01,28-11-2023,Approved
620,Sales,EMP1620,379480.06,29-05-2023,Rejected
621,Sales,EMP1621,270747.36,08-10-2023,Rejected
622,Sales,EMP1622,204016.87,05-02-2023,Rejected
623,Finance,EMP1623,176772.99,12-11-2024,Pending
624,HR,EMP1624,199461.64,05-09-2023,Pending
625,Operations,EMP1625,393352.22,10-04-2024,Approved
626,Audit,EMP1626,270758.82,21-06-2023,Approved
627,HR,EMP1627,299748.13,08-03-2024,Approved
628,Sales,EMP1628,339674.28,25-03-2023,Approved
629,IT,EMP1629,474888.61,19-09-2023,Approved
630,HR,EMP1630,73495.78,25-07-2023,Approved
631,Audit,EMP1631,134736.47,04-12-2023,Approved
632,Operations,EMP1632,198491.24,05-12-2023,Approved
633,Operations,EMP1633,158410.52,29-12-2024,Pending
634,IT,EMP1634,187944.27,17-10-2024,Approved
635,Audit,EMP1635,275458.61,27-03-2024,Pending
636,IT,EMP1636,29547.77,07-02-2023,Approved
637,Audit,EMP1637,347581.2,14-06-2024,Approved
638,Audit,EMP1638,165345.12,10-12-2024,Approved
639,Finance,EMP1639,319202.6,15-12-2024,Pending
640,Sales,EMP1640,164873.6,26-12-2023,Approved
641,HR,EMP1641,165462.13,02-02-2023,Approved
642,Operations,EMP1642,191857.98,31-12-2023,Rejected
643,IT,EMP1643,140822.31,09-01-2023,Approved
644,Operations,EMP1644,360103.79,18-06-2023,Rejected
645,HR,EMP1645,447185.33,07-10-2024,Pending
646,HR,EMP1646,275238.65,03-07-2023,Pending
647,HR,EMP1647,120069.64,12-05-2024,Rejected
648,Audit,EMP1648,471882.37,11-04-2023,Pending
649,Sales,EMP1649,119313.33,05-12-2024,Pending
650,Sales,EMP1650,85539.77,05-02-2023,Pending
651,Finance,EMP1651,198760.19,18-02-2023,Rejected
652,HR,EMP1652,96630.46,03-08-2023,Rejected
653,Audit,EMP1653,314437.28,02-09-2024,Rejected
654,Audit,EMP1654,468405.37,01-07-2024,Rejected
655,HR,EMP1655,426646.34,25-03-2023,Approved
656,IT,EMP1656,68521.14,30-08-2024,Approved
657,HR,EMP1657,305799.09,18-02-2024,Rejected
658,Audit,EMP1658,285434.71,01-11-2023,Pending
659,Audit,EMP1659,4285.92,12-11-2023,Pending
660,HR,EMP1660,307759.79,29-06-2024,Approved
661,HR,EMP1661,425616.77,29-08-2023,Rejected
662,Operations,EMP1662,414870.76,17-12-2024,Rejected
663,HR,EMP1663,157417.47,11-08-2023,Rejected
664,Finance,EMP1664,409479.3,09-01-2023,Pending
665,Audit,EMP1665,247900.08,30-10-2023,Approved
666,HR,EMP1666,220799.03,29-12-2023,Rejected
667,Finance,EMP1667,315221.13,19-12-2024,Pending
668,Audit,EMP1668,327578.93,02-08-2023,Pending
669,HR,EMP1669,442809.58,07-08-2023,Pending
670,HR,EMP1670,44759.79,12-06-2023,Approved
671,IT,EMP1671,374760.43,21-03-2023,Rejected
672,Operations,EMP1672,23653.36,14-10-2023,Rejected
673,Operations,EMP1673,487021.34,07-06-2024,Rejected
674,HR,EMP1674,66688.38,21-01-2024,Pending
675,Operations,EMP1675,150738.85,20-10-2024,Approved
676,IT,EMP1676,152535.13,05-04-2024,Rejected
677,Finance,EMP1677,317249.24,04-03-2023,Rejected
678,IT,EMP1678,425813.43,27-02-2023,Approved
679,IT,EMP1679,36995.55,21-09-2023,Rejected
680,Audit,EMP1680,199791.49,28-09-2024,Rejected
681,Sales,EMP1681,167903.32,28-12-2023,Rejected
682,Operations,EMP1682,1663.94,04-12-2024,Approved
683,Operations,EMP1683,202608.6,18-12-2023,Approved
684,Audit,EMP1684,494555.61,24-01-2023,Rejected
685,IT,EMP1685,22307.4,18-08-2024,Pending
686,Sales,EMP1686,289764.53,29-12-2023,Pending
687,Finance,EMP1687,200831.01,03-04-2023,Approved
688,Sales,EMP1688,157954.44,14-12-2023,Pending
689,HR,EMP1689,424237.26,20-06-2023,Rejected
690,Operations,EMP1690,138913.73,17-12-2023,Pending
691,HR,EMP1691,30423.14,07-05-2024,Pending
692,IT,EMP1692,356852.52,05-05-2023,Rejected
693,Operations,EMP1693,378353.97,18-06-2023,Pending
694,Operations,EMP1694,10982.82,13-04-2024,Pending
695,Finance,EMP1695,307313.25,15-08-2023,Rejected
696,Operations,EMP1696,444541.6,29-10-2024,Pending
697,IT,EMP1697,245809.54,29-06-2024,Approved
698,Audit,EMP1698,349807.59,27-07-2023,Rejected
699,Operations,EMP1699,129692.4,03-01-2023,Approved
700,Audit,EMP1700,290039.34,31-01-2024,Pending
701,Operations,EMP1701,276821.87,06-03-2023,Pending
702,Finance,EMP1702,254830.11,25-09-2023,Approved
703,Operations,EMP1703,215563.39,07-06-2024,Pending
704,Audit,EMP1704,162003.11,11-09-2024,Approved
705,Operations,EMP1705,413347.4,26-07-2024,Rejected
706,Audit,EMP1706,348791.75,24-09-2024,Approved
707,Finance,EMP1707,16497.64,10-12-2024,Pending
708,IT,EMP1708,411054.73,08-01-2023,Rejected
709,HR,EMP1709,67148.44,07-11-2024,Rejected
710,Operations,EMP1710,211296.67,25-02-2024,Pending
711,Operations,EMP1711,378698.67,08-06-2024,Approved
712,Operations,EMP1712,100417.68,16-06-2023,Approved
713,HR,EMP1713,147152.22,30-04-2024,Approved
714,Audit,EMP1714,420844.8,29-05-2024,Approved
715,Operations,EMP1715,495228.21,20-01-2023,Pending
716,Operations,EMP1716,21042.56,04-12-2024,Approved
717,Sales,EMP1717,221417.83,07-12-2024,Approved
718,Operations,EMP1718,148428.59,23-04-2024,Pending
719,Operations,EMP1719,321264.26,15-02-2024,Rejected
720,IT,EMP1720,248414.22,04-12-2023,Rejected
721,Audit,EMP1721,377849.67,25-09-2024,Pending
722,Sales,EMP1722,257464.45,02-09-2023,Approved
723,HR,EMP1723,266087.3,05-01-2024,Approved
724,IT,EMP1724,177966.95,09-09-2024,Pending
725,HR,EMP1725,25046.49,01-04-2023,Pending
726,Operations,EMP1726,491202.74,25-11-2023,Rejected
727,HR,EMP1727,246833.92,20-10-2024,Rejected
728,IT,EMP1728,215491.82,06-05-2023,Pending
729,Operations,EMP1729,372910.92,17-10-2024,Approved
730,Sales,EMP1730,116202.78,29-08-2023,Approved
731,Sales,EMP1731,339597.07,26-11-2024,Rejected
732,Operations,EMP1732,481697.22,04-07-2024,Rejected
733,Audit,EMP1733,76245.21,03-01-2024,Approved
734,Audit,EMP1734,84499.28,27-10-2023,Approved
735,IT,EMP1735,158993.5,23-09-2024,Rejected
736,Finance,EMP1736,299087.05,21-02-2023,Approved
737,Sales,EMP1737,84970.5,01-11-2024,Rejected
738,HR,EMP1738,24183.42,10-06-2024,Pending
739,Operations,EMP1739,410041.74,01-05-2024,Approved
740,Operations,EMP1740,476998.83,18-01-2023,Approved
741,IT,EMP1741,236067.11,15-06-2023,Approved
742,IT,EMP1742,373649.88,08-07-2023,Pending
743,Finance,EMP1743,499301.08,16-10-2023,Pending
744,Sales,EMP1744,67667.38,17-07-2024,Rejected
745,HR,EMP1745,446773.01,29-10-2024,Rejected
746,IT,EMP1746,498671.85,26-10-2023,Approved
747,HR,EMP1747,4118.79,16-09-2024,Pending
748,Sales,EMP1748,41857.5,24-03-2023,Rejected
749,IT,EMP1749,416946.37,16-04-2023,Approved
750,Finance,EMP1750,123283.33,09-11-2023,Rejected
751,Sales,EMP1751,243019.83,24-10-2024,Rejected
752,IT,EMP1752,227087.94,12-11-2023,Rejected
753,Operations,EMP1753,465017.58,23-03-2023,Approved
754,IT,EMP1754,55838.14,16-11-2023,Approved
755,IT,EMP1755,328216.8,28-10-2023,Pending
756,IT,EMP1756,374424.04,29-07-2023,Rejected
757,Audit,EMP1757,499332.64,31-12-2024,Rejected
758,HR,EMP1758,323058.51,31-08-2024,Rejected
759,Audit,EMP1759,304894.84,09-10-2023,Pending
760,HR,EMP1760,296921.16,31-10-2023,Rejected
761,Sales,EMP1761,69953.39,05-12-2024,Pending
762,Operations,EMP1762,307825.6,08-11-2023,Pending
763,Sales,EMP1763,273770.42,08-06-2024,Approved
764,Finance,EMP1764,391717.99,07-11-2023,Approved
765,Sales,EMP1765,171072.52,19-03-2024,Pending
766,Operations,EMP1766,251667.62,01-01-2023,Pending
767,Audit,EMP1767,490389.01,09-11-2023,Approved
768,Finance,EMP1768,287000.57,11-03-2024,Rejected
769,IT,EMP1769,8260.16,05-09-2023,Approved
770,HR,EMP1770,313852.46,29-10-2024,Approved
771,IT,EMP1771,114871.25,01-10-2024,Pending
772,HR,EMP1772,4826.61,17-01-2024,Approved
773,Audit,EMP1773,134122.47,09-03-2023,Pending
774,Operations,EMP1774,338194.03,23-05-2024,Rejected
775,HR,EMP1775,80832.4,06-06-2024,Approved
776,Finance,EMP1776,26133.03,09-11-2024,Approved
777,Audit,EMP1777,497773.43,16-04-2023,Pending
778,HR,EMP1778,113488.41,13-01-2024,Approved
779,HR,EMP1779,317043.55,13-07-2023,Pending
780,Finance,EMP1780,357492.1,19-11-2024,Pending
781,HR,EMP1781,166609.7,09-04-2023,Approved
782,Sales,EMP1782,164944.02,15-11-2024,Approved
783,Finance,EMP1783,345517.75,17-09-2024,Rejected
784,Finance,EMP1784,32063.55,02-02-2024,Pending
785,Audit,EMP1785,401336.12,15-11-2023,Pending
786,Finance,EMP1786,6380.16,20-01-2024,Pending
787,Sales,EMP1787,230137.38,09-08-2024,Pending
788,Finance,EMP1788,402595.94,07-08-2024,Pending
789,Audit,EMP1789,294697.18,18-11-2024,Approved
790,IT,EMP1790,215574.62,07-05-2023,Approved
791,HR,EMP1791,13413.56,19-07-2023,Pending
792,HR,EMP1792,304916.73,14-12-2024,Approved
793,Sales,EMP1793,100885.68,08-07-2024,Pending
794,Operations,EMP1794,325569.39,05-09-2024,Approved
795,Finance,EMP1795,21392.31,30-09-2024,Rejected
796,Operations,EMP1796,229430.63,21-09-2024,Approved
797,Sales,EMP1797,328965.53,27-07-2024,Rejected
798,Finance,EMP1798,201931.14,01-01-2023,Rejected
799,IT,EMP1799,34901.74,24-08-2023,Pending
800,HR,EMP1800,130494.2,04-07-2024,Approved
801,Finance,EMP1801,466736.19,01-12-2024,Pending
802,Operations,EMP1802,189369.38,08-05-2024,Approved
803,HR,EMP1803,168815.96,19-08-2023,Approved
804,Operations,EMP1804,470872.89,05-09-2024,Rejected
805,Operations,EMP1805,237679.86,25-01-2024,Approved
806,Sales,EMP1806,376289.99,05-10-2023,Approved
807,Finance,EMP1807,121890.76,15-10-2023,Approved
808,Audit,EMP1808,6021.93,20-12-2023,Pending
809,Audit,EMP1809,243125.21,14-05-2024,Pending
810,Finance,EMP1810,244612.38,30-09-2024,Rejected
811,Operations,EMP1811,380401.3,21-02-2023,Rejected
812,HR,EMP1812,55215.41,07-12-2023,Rejected
813,HR,EMP1813,223842.66,19-07-2024,Approved
814,HR,EMP1814,131127.15,28-02-2023,Pending
815,Finance,EMP1815,125021.17,16-11-2023,Rejected
816,Finance,EMP1816,332521.01,09-08-2024,Pending
817,Sales,EMP1817,390023.47,05-02-2023,Approved
818,HR,EMP1818,93916.43,25-02-2024,Approved
819,IT,EMP1819,215473.83,18-04-2024,Pending
820,Operations,EMP1820,86683.81,28-12-2023,Approved
821,IT,EMP1821,88297.09,09-02-2023,Rejected
822,IT,EMP1822,205533.14,04-06-2023,Approved
823,Finance,EMP1823,360348.43,15-01-2024,Approved
824,Operations,EMP1824,496558.23,08-12-2023,Pending
825,Sales,EMP1825,185407.99,28-08-2024,Rejected
826,Operations,EMP1826,392353.52,25-10-2024,Rejected
827,Finance,EMP1827,101715.74,15-10-2023,Approved
828,Finance,EMP1828,126586.51,12-06-2024,Pending
829,Finance,EMP1829,6196.32,13-08-2024,Approved
830,Audit,EMP1830,292591.41,31-08-2023,Rejected
831,Operations,EMP1831,269125.91,13-05-2024,Rejected
832,HR,EMP1832,23118.96,18-01-2024,Rejected
833,Audit,EMP1833,327478.47,15-02-2024,Pending
834,Audit,EMP1834,162044.12,28-03-2024,Rejected
835,Sales,EMP1835,40465.1,06-06-2024,Approved
836,Audit,EMP1836,17105.86,12-02-2024,Pending
837,Finance,EMP1837,252547.01,03-10-2024,Approved
838,IT,EMP1838,18904.2,04-01-2023,Approved
839,Audit,EMP1839,381653.86,02-11-2023,Approved
840,HR,EMP1840,260908.37,24-08-2024,Rejected
841,HR,EMP1841,495602.94,13-05-2024,Approved
842,Operations,EMP1842,22429.85,11-01-2023,Approved
843,Audit,EMP1843,478591.77,19-09-2024,Approved
844,Audit,EMP1844,255061.65,06-02-2024,Rejected
845,Sales,EMP1845,72626.82,16-12-2024,Approved
846,Sales,EMP1846,499368.31,04-02-2023,Pending
847,Audit,EMP1847,279176.75,10-07-2024,Approved
848,Sales,EMP1848,291244.82,21-10-2023,Approved
849,Sales,EMP1849,35906.43,14-01-2024,Approved
850,Audit,EMP1850,157958.17,03-09-2024,Rejected
851,Finance,EMP1851,390924.62,12-10-2023,Pending
852,HR,EMP1852,246661.99,25-02-2023,Rejected
853,HR,EMP1853,99112.79,15-08-2024,Pending
854,IT,EMP1854,392735.29,07-10-2023,Approved
855,Operations,EMP1855,114097.9,01-12-2023,Rejected
856,Finance,EMP1856,366555.83,23-05-2024,Pending
857,Operations,EMP1857,374015.02,08-10-2023,Pending
858,Sales,EMP1858,427067.29,29-01-2023,Rejected
859,IT,EMP1859,301176.02,07-05-2023,Rejected
860,Audit,EMP1860,429337.18,03-07-2023,Pending
861,IT,EMP1861,301781.49,09-10-2024,Pending
862,HR,EMP1862,336572.26,09-08-2023,Pending
863,HR,EMP1863,341840.6,12-05-2024,Pending
864,Operations,EMP1864,17824.5,17-02-2023,Rejected
865,Sales,EMP1865,341146.24,29-09-2024,Rejected
866,HR,EMP1866,165708.2,11-03-2023,Approved
867,Audit,EMP1867,49029.24,12-12-2023,Pending
868,Sales,EMP1868,489103.98,25-06-2024,Approved
869,Operations,EMP1869,429801.21,17-03-2023,Pending
870,Audit,EMP1870,124525.69,18-08-2024,Rejected
871,Finance,EMP1871,442903.82,29-09-2024,Rejected
872,HR,EMP1872,290777.69,09-02-2023,Pending
873,Operations,EMP1873,158172.18,02-11-2023,Pending
874,Finance,EMP1874,236889.87,17-02-2023,Pending
875,HR,EMP1875,271811.8,05-12-2023,Approved
876,Finance,EMP1876,14544.01,23-03-2023,Rejected
877,HR,EMP1877,80446.15,11-02-2024,Rejected
878,Operations,EMP1878,212252.1,15-07-2024,Approved
879,Audit,EMP1879,475138.55,25-07-2024,Approved
880,IT,EMP1880,6068.68,03-03-2024,Rejected
881,IT,EMP1881,401937.51,02-01-2023,Approved
882,Operations,EMP1882,43397.81,31-07-2023,Approved
883,Operations,EMP1883,261736.07,24-02-2024,Rejected
884,Operations,EMP1884,336017.19,29-04-2024,Pending
885,Audit,EMP1885,252196.21,08-10-2023,Approved
886,Finance,EMP1886,96765.94,08-12-2024,Pending
887,HR,EMP1887,480805.95,05-12-2024,Rejected
888,Operations,EMP1888,393470.33,03-07-2023,Pending
889,Finance,EMP1889,28903.84,15-11-2023,Approved
890,Finance,EMP1890,130232.44,14-04-2024,Rejected
891,HR,EMP1891,495677.24,22-02-2024,Pending
892,Audit,EMP1892,32785.68,30-05-2023,Approved
893,Audit,EMP1893,387204.54,07-04-2023,Rejected
894,Operations,EMP1894,73419.5,20-04-2024,Approved
895,Audit,EMP1895,163487.87,08-11-2023,Pending
896,HR,EMP1896,149957.1,21-12-2024,Approved
897,IT,EMP1897,280778.1,18-02-2023,Approved
898,Audit,EMP1898,381014.68,02-12-2023,Rejected
899,IT,EMP1899,179948.8,08-08-2023,Approved
900,HR,EMP1900,131101.28,31-03-2023,Rejected
901,Audit,EMP1901,14723.77,06-12-2023,Pending
902,Audit,EMP1902,12660.73,30-06-2024,Approved
903,Sales,EMP1903,376786.57,31-05-2023,Rejected
904,Operations,EMP1904,207577.74,01-05-2024,Rejected
905,Sales,EMP1905,120823.92,16-11-2024,Rejected
906,IT,EMP1906,349418.65,28-02-2023,Pending
907,HR,EMP1907,61934.54,19-03-2024,Pending
908,Sales,EMP1908,307909.92,02-04-2024,Pending
909,Finance,EMP1909,16507.97,28-07-2024,Approved
910,IT,EMP1910,14406.11,29-03-2024,Approved
911,Audit,EMP1911,216959.19,25-03-2023,Pending
912,Operations,EMP1912,376897.71,12-07-2024,Pending
913,Sales,EMP1913,363409.45,10-03-2023,Approved
914,IT,EMP1914,255753.13,03-01-2023,Rejected
915,Operations,EMP1915,413606.19,08-04-2023,Approved
916,Audit,EMP1916,121373.12,17-12-2024,Rejected
917,Operations,EMP1917,176398.51,03-12-2023,Pending
918,Finance,EMP1918,244647.1,21-12-2023,Approved
919,Finance,EMP1919,414254.21,25-01-2024,Pending
920,Audit,EMP1920,416840.71,07-08-2024,Approved
921,IT,EMP1921,388898.95,05-04-2024,Approved
922,Audit,EMP1922,17176.43,28-09-2023,Pending
923,HR,EMP1923,408350.09,23-10-2024,Pending
924,Finance,EMP1924,98689.25,31-03-2024,Rejected
925,Finance,EMP1925,316401.37,13-04-2023,Pending
926,Operations,EMP1926,272320.49,06-12-2024,Pending
927,HR,EMP1927,106472.1,09-07-2023,Rejected
928,IT,EMP1928,322163.34,27-08-2023,Approved
929,Finance,EMP1929,289144.54,25-01-2023,Rejected
930,IT,EMP1930,395204.58,20-05-2024,Rejected
931,Audit,EMP1931,164472.83,23-02-2024,Rejected
932,Finance,EMP1932,55511.95,16-07-2023,Approved
933,Sales,EMP1933,89746.32,06-03-2024,Pending
934,Finance,EMP1934,324414.04,29-03-2024,Pending
935,HR,EMP1935,81591.25,14-05-2023,Approved
936,IT,EMP1936,35867.64,19-09-2023,Pending
937,Audit,EMP1937,353890.17,21-07-2023,Pending
938,Operations,EMP1938,332955.7,28-05-2023,Rejected
939,Audit,EMP1939,253522.19,08-06-2024,Rejected
940,Audit,EMP1940,315094.07,26-04-2023,Pending
941,IT,EMP1941,484073.2,12-02-2024,Approved
942,IT,EMP1942,312803.71,11-05-2023,Approved
943,IT,EMP1943,149796.53,22-09-2023,Rejected
944,Audit,EMP1944,331706.9,21-06-2024,Pending
945,Finance,EMP1945,86398.21,06-05-2024,Rejected
946,HR,EMP1946,453893.76,09-09-2024,Rejected
947,Finance,EMP1947,51724.7,27-10-2024,Rejected
948,Sales,EMP1948,198667.13,26-11-2023,Rejected
949,Operations,EMP1949,456681.17,10-10-2023,Approved
950,Operations,EMP1950,25098.82,20-07-2024,Approved
951,IT,EMP1951,87628.89,05-12-2024,Pending
952,Operations,EMP1952,284670.72,31-08-2024,Rejected
953,IT,EMP1953,239774.05,24-01-2024,Approved
954,HR,EMP1954,49054.43,29-12-2024,Rejected
955,Audit,EMP1955,304214.53,02-04-2024,Approved
956,Operations,EMP1956,453702.19,19-10-2023,Pending
957,Operations,EMP1957,449001.02,09-07-2023,Pending
958,HR,EMP1958,483918.62,30-06-2024,Approved
959,HR,EMP1959,95104.58,14-09-2023,Approved
960,Finance,EMP1960,235566.14,01-06-2023,Approved
961,Sales,EMP1961,219860.72,24-08-2023,Approved
962,Audit,EMP1962,440052.59,21-07-2023,Approved
963,Audit,EMP1963,246442.26,22-04-2024,Approved
964,Finance,EMP1964,469671.89,07-11-2024,Rejected
965,Audit,EMP1965,369095.91,03-10-2023,Rejected
966,Operations,EMP1966,401065.32,22-06-2024,Pending
967,Sales,EMP1967,440385.69,23-05-2023,Pending
968,Operations,EMP1968,194664.28,07-11-2024,Pending
969,Sales,EMP1969,252669.32,28-11-2024,Rejected
970,Finance,EMP1970,347549.78,08-06-2023,Approved
971,Finance,EMP1971,117665.93,29-11-2024,Pending
972,IT,EMP1972,394878.25,19-02-2023,Pending
973,IT,EMP1973,381163.03,04-06-2024,Approved
974,Sales,EMP1974,75685.77,22-04-2023,Approved
975,IT,EMP1975,151911.89,23-12-2023,Rejected
976,HR,EMP1976,338729.02,27-02-2023,Approved
977,Operations,EMP1977,474281.37,23-02-2023,Rejected
978,Sales,EMP1978,192012.99,03-12-2024,Approved
979,HR,EMP1979,165256.48,22-09-2024,Rejected
980,IT,EMP1980,414350.41,02-07-2024,Approved
981,IT,EMP1981,193611.84,20-07-2024,Rejected
982,Audit,EMP1982,171872.01,13-06-2024,Pending
983,Operations,EMP1983,200285.9,30-09-2023,Pending
984,Sales,EMP1984,247994.51,13-04-2023,Approved
985,IT,EMP1985,475148.37,05-12-2023,Rejected
986,Audit,EMP1986,420328,08-06-2024,Pending
987,Operations,EMP1987,407708.12,19-10-2023,Pending
988,Operations,EMP1988,115357.22,02-10-2024,Pending
989,Sales,EMP1989,291336.92,08-05-2023,Approved
990,IT,EMP1990,349264.7,20-07-2024,Rejected
991,Operations,EMP1991,53879.83,19-07-2024,Approved
992,HR,EMP1992,481184.51,22-06-2023,Rejected
993,HR,EMP1993,138128.41,31-03-2024,Rejected
994,Operations,EMP1994,237607.15,15-09-2023,Approved
995,Sales,EMP1995,337760,10-02-2023,Rejected
